TEAM_ID,TEAM_NAME,comeback_win_rate,big_deficit_comeback_rate,clutch_net_rating,blown_lead_rate,bounce_back_performance,back_to_back_performance,road_performance_consistency,losing_streak_length,win_rate_without_key_players,starting_lineup_volatility,star_dependency,performance_vs_top_teams,opp_hot_night_win_rate,post_tough_loss_nr,comeback_win_rate_z,big_deficit_comeback_rate_z,clutch_net_rating_z,blown_lead_rate_z,bounce_back_performance_z,road_performance_consistency_z,losing_streak_length_z,back_to_back_performance_z,win_rate_without_key_players_z,starting_lineup_volatility_z,star_dependency_z,performance_vs_top_teams_z,post_tough_loss_nr_z,opp_hot_night_win_rate_z,resilience_score,resilience_score_normalized,rank
1610612742,Mavericks,0.04,0.0,-959.52,0.0588,0.4091,0.0,-8.044,2.0476,0.4756,0.806,1.58985816,5.22056732,0.375,-4.1111,-0.30422725958207614,-0.6080145207905971,-1.0979198012304436,0.02062912460412018,-0.459135475550988,-1.4607413218618421,0.2580704584487091,0.29565667662384737,-0.0040606757576628185,-1.5541342054887413,0.24937278204933042,0.3762735793850064,-0.5130264122833865,0.64258288122818,-0.3321580922605469,34.24337022545386,21
1610612766,Hornets,0.0,0.0,824.21,0.1667,0.2553,-8.6,-7.2439,4.2,0.2029,0.7895,1.02847867,1.18553646,0.1429,-11.4545,-0.8868520784433773,-0.6080145207905971,0.9033253482031572,-1.4632925719189234,-1.240160060491357,-1.2176240812402757,-1.9178289530483301,-0.935681381646465,-1.6568163162275547,-1.4514805937519177,0.4017131192408124,-0.07783273321230792,-1.5092866677274746,-0.5441094065905707,-0.7871552704228093,12.405527170395507,27
1610612756,Suns,0.0385,0.0,797.36,0.0,0.3462,-4.0,-5.6098,2.3,0.3778,0.6429,19.00751456,2.50723333,0.1176,-2.5625,-0.326075690289375,-0.6080145207905971,0.8732011521295967,0.8292908090856305,-0.7785532024219192,-0.7210887945264879,0.00291481290798613,-0.2770586993158328,-0.5967981221748078,-0.5394188070477792,-4.477218937682671,0.07091232297968163,-0.3029318196450016,-0.67346449009688,-0.446901813311905,28.73618140728642,24
1610612762,Jazz,0.0,0.0,-708.26,0.0,0.25,-10.2857,-0.9756,4.0625,0.1852,0.7538,0.20956324,1.47773912,0.0,-5.7143,-0.8868520784433773,-0.6080145207905971,-0.8160201548452358,0.8292908090856305,-1.2670744317539315,0.6870525834118478,-1.778827759459386,-1.177037958951845,-1.7640908847509031,-1.2293755065395184,0.6239404270776331,-0.044947960563077975,-0.7305284469714004,-1.2747355501894484,-0.6437348951946701,19.289067982186527,26
1610612750,Timberwolves,0.0833,0.2,-129.6,0.0417,0.6667,6.4286,-4.1952,1.8333,0.4821,0.3571,0.13770322,0.35714,0.5556,4.0,0.3264641068352823,2.319354380464084,-0.16679604684052246,0.25580114509109,0.8490045314752734,-0.29125046358877055,0.47471013689315056,1.2160961930653045,0.03533393980175858,1.238666176854287,0.6434409251763197,-0.17106127962775433,0.5873857343969721,1.5659634377989098,0.6257777914085294,80.22003664977538,4
1610612745,Rockets,0.0,0.1667,-786.52,0.0323,0.4,0.4706,-4.439,1.5789,0.3,0.2933,5.59330144,-0.01008377,0.375,-2.375,-0.8868520784433773,1.8319474584051791,-0.903823491333759,0.385076992610243,-0.5053469431905027,-0.36533118257831926,0.7318876179769856,0.3630366406031508,-1.0683213668706553,1.6355934755700035,-0.8370329560765363,-0.21238900124344087,-0.2774941752438023,0.64258288122818,0.010430741970845724,50.68611218833373,16
1610612761,Raptors,0.0,0.0,-890.24,0.0,0.2857,-10.3333,-3.0244,3.25,0.3485,0.662,1.33243792,2.0241107,0.0,-5.5789,-0.8868520784433773,-0.6080145207905971,-1.0201915217527424,0.8292908090856305,-1.0857832894758355,0.06450714835939815,-0.957457070070172,-1.183853271925527,-0.7743769276965089,-0.6582481394219201,0.319228355436082,0.016541230501440553,-0.7121590760278145,-1.2747355501894484,-0.5568004169441774,23.461536698971862,25
1610612759,Spurs,0.0714,0.1,-1221.75,0.1053,0.5833,-7.375,-2.7804,2.0,0.4156,0.5634,7.34774609,1.94318058,0.3125,-0.1364,0.15313322322404532,0.8556699298367433,-1.392127173162279,-0.6188737381236049,0.42548404783400745,0.13864863906263789,0.30619014437477265,-0.760287297764938,-0.3677032809215554,-0.04481504140672158,-1.3131328035518897,0.0074332757803065985,0.02621094879099573,0.32302980932524195,-0.15811134985003367,42.59684059280085,19
1610612737,Hawks,0.0455,0.0,447.75,0.0,0.4583,1.7647,0.1774,2.3333,0.431,0.5362,2.657291,4.08068072,0.2222,-3.8235,-0.22411634698864727,-0.6080145207905971,0.4809583145401178,0.8292908090856305,-0.2092888593021835,1.0374015128415015,-0.0307487488848273,0.5483243826040357,-0.27436834559615647,0.12440788218367799,-0.04029415746579368,0.24798962848974865,-0.47400845745786696,-0.1386604689601229,0.07361873569367804,53.71885515051342,14
1610612738,Celtics,0.1429,0.0,-1126.28,0.0263,1.0,5.8462,0.6097,1.1053,0.7736,0.4583,0.17756569,0.69430723,0.8571,15.0,1.1945750869386211,-0.6080145207905971,-1.2850151806429932,0.46759349102672365,2.541563011063212,1.1687595719849875,1.2106582745858863,1.1327088343284868,1.80203092988967,0.609057358201771,0.632623532967913,-0.13311615036944904,2.0797275392673282,3.1074874566586828,0.8339919846603464,90.213392855706,2
