TEAM_ID,TEAM_NAME,comeback_win_rate,big_deficit_comeback_rate,clutch_net_rating,blown_lead_rate,bounce_back_performance,back_to_back_performance,road_performance_consistency,losing_streak_length,win_rate_without_key_players,starting_lineup_volatility,star_dependency,performance_vs_top_teams,opp_hot_night_win_rate,post_tough_loss_nr,comeback_win_rate_z,big_deficit_comeback_rate_z,clutch_net_rating_z,blown_lead_rate_z,bounce_back_performance_z,road_performance_consistency_z,losing_streak_length_z,back_to_back_performance_z,win_rate_without_key_players_z,starting_lineup_volatility_z,star_dependency_z,performance_vs_top_teams_z,post_tough_loss_nr_z,opp_hot_night_win_rate_z,resilience_score,resilience_score_normalized,rank
1610612750,Timberwolves,0.0625,0.0,1405.5265,0.1053,0.4762,1.4286,-1.878,2.1053,0.5125,0.4605,24.99520096,33.82786885,0.1818,2.5455,0.2797964731946673,-0.42774461483783094,-1.7143486489995774,-0.7707607231561365,-0.13855912046292104,0.9196294008403991,0.07239942405653627,0.8421935385099643,0.23085112104766806,0.5039642009020326,-0.44539130406155536,4.931474134023742,0.46631155066283775,-0.0796814703673396,0.2807074246529741,72.60739568500505,9
1610612748,Heat,0.0,0.0,1840.7557,0.0,0.6667,-2.3571,-3.0244,1.6522,0.5325,0.4533,1.03703846,4.05455692,0.2,-5.125,-0.8785572190994397,-0.42774461483783094,0.21954969814779193,0.7108220469851771,1.2422000311422985,0.5819410135491008,0.6845318935474249,0.004646035755039678,0.376223363521011,0.5622197223591875,0.32951737126271263,0.4444756098333204,-1.1148067662846328,0.05497059654868475,0.15632764930419,65.51477543668862,14
1610612759,Spurs,0.0,0.0588,1489.4672,0.0833,0.2273,-15.2143,-7.3902,3.75,0.2625,0.75,0.05673355,1.0849192,0.0,-8.6333,-0.8785572190994397,0.8969420083607889,-1.341366365208891,-0.46121826405728644,-1.9426061169696887,-0.704067326678002,-2.149569837854,-2.839878293278063,-1.5863019098691167,-1.838393224354389,0.3612245933513004,-0.003064794752774467,-1.8379718000303877,-1.424722446484548,-0.9925725829866401,0.0,30
1610612739,Cavaliers,0.1333,0.0,1804.6729,0.0,0.5,1.8333,-5.6341,1.4762,0.6234,0.4231,0.06796295,0.1496653,0.0909,10.4,1.5919795358254318,-0.42774461483783094,0.05921930836592777,0.7108220469851771,0.03394517249353154,-0.18678315281002472,0.9223057064593567,0.9317292847035131,1.0369402055623538,0.8065692706933635,0.3608613868875874,-0.14401259655963028,2.085357743279213,-0.7522019584259438,0.47418210236890385,83.64007694573631,5
1610612740,Pelicans,0.0,0.0,1763.039,0.0455,0.4,-0.9167,-6.2195,2.0,0.5,0.5833,0.87936428,-0.58782139,0.2308,-3.1667,-0.8785572190994397,-0.42774461483783094,-0.1257768508883202,0.07063196112164662,-0.690862781105009,-0.3592210295723468,0.21465841553168666,0.32331984059118446,0.13999346950182912,-0.48961608172832544,0.3346172235555018,-0.25515581426480544,-0.7111428590975876,0.2828433251758026,-0.2261828810401081,43.70253204658397,19
1610612737,Hawks,0.0,0.0,1764.869,0.0476,0.7333,-3.4615,-3.9024,1.64,0.5065,0.4583,4.68707483,-8.62248036,0.1765,2.3077,-0.8785572190994397,-0.42774461483783094,-0.11764542502057156,0.04108472638948361,1.7249221282389264,0.32331365482460667,0.7010139419424566,-0.2396911970004715,0.18723944830566516,0.5217644991250523,0.21145970100681966,-1.466022211175031,0.41729389395595967,-0.11889333600772026,-0.01817597229912426,55.56389784008978,16
1610612747,Lakers,0.0588,0.1429,1951.8236,0.0,0.4211,-4.25,-5.2927,1.95,0.4865,0.7083,1.76048695,-4.48604327,0.1,3.0,0.2112219346108561,2.791604338479903,0.7130690397524667,0.7108220469851771,-0.5379283028957172,-0.08621893838116104,0.2822077941998492,-0.41413877761231555,0.04186720583232264,-1.5009966625817028,0.3061179761274955,-0.8426388549037044,0.5599975261602141,-0.6848759249679317,0.23536479926719445,70.02178221190472,12
1610612742,Mavericks,0.0625,0.0,1725.7908,0.1176,0.6,-5.0,-5.2195,1.913,0.4634,0.6301,4.32849946,3.33879781,0.1538,-2.7,0.2797964731946673,-0.42774461483783094,-0.29128558149328565,-0.9438230980159479,0.758753126092072,-0.06465683968112353,0.3321943344142893,-0.580068626006587,-0.12603773422438838,-0.8682769711998295,0.22305755059025953,0.33660685550069325,-0.6149421005395556,-0.28683849639199216,-0.15730372029707682,47.630290629545904,18
1610612745,Rockets,0.0909,0.0,1449.711,0.1429,0.2391,-11.0769,-6.9269,4.2857,0.2414,0.3846,0.06621203,1.33971249,0.0909,-9.7778,0.8061523909731094,-0.42774461483783094,-1.5180191483145749,-1.2997969259796254,-1.8570787784450606,-0.5675957375013981,-2.873293880904693,-1.924520753616118,-1.7396696256784934,1.1180744895962036,0.36091801907287285,0.03533392685708646,-2.073887309286157,-0.7522019584259438,-0.8216628469550874,9.74594021425569,29
1610612753,Magic,0.0435,0.0,1745.311,0.0,0.4167,-9.6154,-4.2927,2.087,0.3871,0.4857,3.08360647,1.63998438,0.0625,-3.875,-0.07234304926274134,-0.42774461483783094,-0.20454948355687436,0.7108220469851771,-0.5698198528540527,0.20834525151006225,0.09712249664908372,-1.6011787890451477,-0.680632839260191,0.30006987580199174,0.2633226743367642,0.08058651852218406,-0.8571445674469641,-0.9623183705366629,-0.23274904077304456,43.32810399069698,20
